Elevation,Slope,H.dist,V.dist,D.Road,Shade9,Shade12,Shade3,D.Fire,Type
3381,20,607,-42,2136,224,193,95,2746,1
3278,17,547,55,2856,233,243,-9999,3335,2
2180,3,0,0,1126,223,233,145,1168,4
2532,29,127,49,924,183,167,108,1319,2
2885,16,216,66,2138,241,235,118,1041,5
2988,11,404,157,5299,193,229,176,5098,2
2909,10,0,0,5370,229,218,121,3989,2
3474,27,660,7,3313,171,253,207,2575,1
3047,10,400,72,2802,237,225,118,6643,1
3313,9,371,90,3305,226,220,128,2863,2
2899,10,395,30,2096,213,220,143,1732,2
2968,15,417,-32,3797,205,208,137,5796,2
3056,8,450,85,636,203,228,164,618,2
3162,23,182,40,2888,155,211,193,2531,1
3450,18,1091,318,4227,167,226,198,2639,7
2717,14,85,25,3663,226,247,150,2024,2
2948,7,30,0,1926,206,229,162,1500,1
3172,21,361,5,3141,250,218,85,2831,1
2915,5,361,83,2325,208,233,164,573,2
2543,31,42,23,1168,156,249,216,541,3
2648,8,268,-23,1172,233,238,137,532,2
2631,7,390,156,2220,212,227,152,446,3
3147,5,150,11,4621,227,239,147,2010,1
2676,13,108,41,1848,242,226,110,5216,2
2949,25,384,180,552,146,212,202,1214,1
2786,11,42,7,1592,231,219,119,1595,2
2737,16,42,7,1107,218,251,161,1673,2
3116,20,150,-3,2969,174,205,168,698,1
2948,5,67,1,2003,224,242,153,300,2
3240,8,891,182,1613,202,231,168,751,1
3320,20,330,99,1994,175,251,210,3231,1
3271,14,30,1,3371,216,208,125,2839,7
2759,8,85,9,967,208,226,156,2094,2
2501,12,30,-1,1398,240,226,115,1451,6
2867,16,120,14,2817,181,219,176,2394,2
2995,8,424,82,4332,231,240,141,2024,2
3149,6,524,36,3672,231,236,138,3502,1
2458,16,497,188,987,216,251,164,573,6
2929,13,120,16,4876,228,212,115,2577,1
3246,15,201,39,1924,229,246,145,212,7
3092,6,570,91,2126,206,234,167,2591,1
3265,6,228,29,5524,230,233,136,949,2
3112,7,319,-27,2611,200,240,179,551,1
3156,27,134,65,3492,184,253,191,604,2
2915,12,277,18,212,233,216,113,295,1
2841,28,256,158,1517,248,219,79,1664,2
2916,7,0,0,4689,215,226,148,6167,2
3185,10,711,98,2838,238,229,121,3013,2
2940,1,0,0,1230,220,236,153,495,2
2718,30,297,-7,1020,189,161,92,2359,2
2904,16,134,16,4770,230,245,142,256,2
2710,19,420,76,2337,240,237,118,2310,3
3256,15,60,17,4538,245,223,103,1087,2
2955,2,210,-3,3692,215,235,158,6051,2
3090,24,977,-54,1103,192,184,120,1599,1
3122,15,626,115,6153,189,251,198,1518,2
2974,19,466,136,671,242,234,113,1959,2
3177,14,977,-25,1173,216,210,126,1532,2
2913,6,268,9,4126,224,243,153,3846,2
3124,24,594,313,1233,149,212,199,1120,1
2513,21,443,-86,612,193,254,190,1289,3
3271,21,90,2,4603,251,216,83,3799,1
3429,2,295,-24,1082,220,240,157,859,7
2738,29,30,13,124,235,168,44,1353,5
3425,12,335,31,5016,189,229,180,4054,7
3278,16,60,-1,4484,232,207,103,3647,1
3288,19,319,49,4615,227,246,144,2584,1
2960,10,120,15,2375,218,249,164,990,1
2924,16,417,55,1855,225,204,108,2620,2
3109,13,446,16,3469,239,218,108,4669,2
3240,4,524,57,5769,227,238,146,1987,1
2951,4,331,-8,1115,220,231,148,2100,2
2432,19,242,60,1159,224,248,149,1366,3
3016,24,300,80,1565,248,192,59,2496,1
2574,19,484,188,825,180,204,160,1142,3
3385,7,301,22,644,213,225,149,805,2
2788,18,60,13,3004,184,209,162,6213,2
3087,14,150,50,2431,184,226,181,858,1
3023,6,95,3,4458,205,235,169,994,2
2880,25,108,-12,5341,242,231,103,4336,2
2796,8,511,12,1717,227,223,130,1057,2
3103,8,120,23,3272,199,242,182,5113,1
3048,9,481,-6,616,234,227,125,1101,1
3190,11,201,31,1976,234,220,117,1889,1
3074,8,180,16,5029,204,227,161,2704,1
3007,16,67,16,242,184,214,169,1719,1
3259,9,242,46,1148,226,221,128,1917,1
2934,29,153,77,741,133,202,203,1543,2
2912,15,175,39,3371,228,207,109,4660,2
3154,5,469,9,5814,208,232,163,1001,1
2432,17,108,34,518,247,221,-9999,1413,6
3293,28,470,-28,558,254,204,59,4212,2
2796,10,277,63,1189,234,224,121,2631,2
2926,9,576,170,2750,205,225,158,1173,2
3020,11,488,46,4551,238,233,124,726,2
2798,8,0,0,2557,220,222,138,2676,1
2837,4,170,65,3463,215,232,154,5987,1
3047,3,90,-2,1064,224,239,150,2992,1
2798,15,170,44,2320,178,231,194,875,2
2434,17,300,172,1358,244,231,109,607,3
2840,20,90,38,990,224,191,92,1832,1
3223,13,457,40,3271,213,211,132,2763,1
2735,7,150,20,953,232,238,138,382,3
2837,17,30,9,789,179,215,174,1984,2
2526,29,85,39,1359,130,204,207,1842,6
2964,2,366,58,3481,220,234,150,1728,2
3241,7,306,0,6139,233,233,132,582,1
3137,20,391,72,335,166,217,189,1612,1
2842,29,108,52,636,247,179,41,942,1
3200,20,0,0,2448,249,223,92,2880,7
3160,22,180,36,4020,155,225,208,1708,1
1987,45,67,66,95,153,107,55,350,3
3182,12,67,20,4951,193,248,193,1224,1
2219,30,67,-10,1423,125,224,232,1024,3
2519,12,495,260,492,186,232,186,671,3
2606,13,30,-3,1075,234,213,108,511,2
3203,6,30,0,2699,229,232,137,837,1
2889,22,201,88,212,251,215,81,1100,2
3050,10,684,-42,5928,236,225,119,3079,2
3002,12,95,34,730,237,219,111,2423,2
3151,23,540,232,2147,224,184,81,2437,1
2783,23,150,41,2940,184,190,137,547,2
3067,15,335,50,3039,200,253,187,872,1
3013,31,240,97,2372,240,167,35,2389,1
3104,9,366,-34,2652,201,229,167,582,1
3231,19,212,40,3505,224,196,100,3509,7
2571,30,268,151,1597,170,251,203,693,3
3090,17,247,-12,1127,247,218,93,1008,1
3050,11,361,-49,612,235,239,134,1382,1
2666,7,85,2,510,215,226,148,1273,2
3237,3,300,-6,4405,223,234,146,2182,1
3200,6,847,119,1443,210,230,158,2493,1
2982,11,390,0,4641,212,217,141,5061,2
2735,28,242,102,1106,246,178,42,875,2
2426,8,0,0,295,199,237,178,175,2
2991,12,467,87,3660,222,248,158,1008,2
2911,4,30,-4,1103,227,237,145,3020,1
3145,14,120,10,150,179,234,195,2967,2
2847,17,0,0,2707,176,222,185,511,1
3257,9,242,57,2929,231,241,142,228,1
2537,2,120,24,787,220,239,156,5288,2
3275,10,592,116,541,237,230,123,1065,7
3060,25,674,291,845,152,202,185,1507,2
3205,18,120,8,4210,228,246,144,3158,1
2944,17,90,14,2282,232,244,136,2888,2
3225,8,300,41,201,225,223,133,1651,1
2762,30,60,-13,170,228,165,49,1362,5
2988,11,391,49,1651,233,219,117,2414,2
2847,20,201,46,3395,228,245,140,6476,2
2982,12,612,87,5891,198,251,189,6084,2
3489,13,600,141,4261,208,213,140,3407,7
3069,13,216,6,3719,241,225,111,240,2
3274,9,120,-29,4189,235,230,126,2232,1
2395,27,335,195,1248,143,198,189,819,3
2368,28,108,57,212,149,188,170,108,3
2930,17,30,5,1205,245,228,106,3130,1
2814,28,516,225,1300,205,168,83,764,2
2124,14,339,2,433,199,213,151,711,3
3245,6,551,38,1215,230,236,140,2466,2
2507,10,42,0,1501,228,220,124,1682,2
2951,12,301,62,2301,208,216,143,1587,2
2988,5,192,3,5113,215,245,167,4716,2
2433,16,228,75,192,245,218,97,516,3
2872,8,268,60,2473,230,225,127,1987,2
3155,13,295,54,4102,186,230,184,1087,2
2650,31,60,44,2490,237,163,34,2353,2
3204,6,255,15,5011,224,227,138,2147,1
2861,14,180,-3,1900,205,212,142,1851,2
2900,12,180,36,3062,233,215,113,2529,2
2906,7,633,151,1315,207,229,160,1087,2
3129,14,553,100,2557,197,212,152,1392,1
3287,26,408,5,1832,253,196,54,2547,1
2920,13,170,47,1560,242,229,115,2081,2
2782,14,408,-5,779,199,213,151,782,2
3126,7,127,26,1250,228,226,132,2402,1
3070,11,210,13,3314,206,217,148,1298,2
2823,15,437,91,228,179,243,203,1905,2
2702,13,180,29,2134,192,222,168,4968,2
2760,3,433,44,1741,224,237,148,2132,2
3061,23,589,93,437,247,196,67,966,1
3079,11,212,10,1398,223,217,127,2995,1
2800,31,390,-42,2213,189,249,175,1660,2
2972,13,339,68,3786,226,247,150,886,2
3137,10,306,63,5072,228,218,123,3140,1
2981,16,150,39,3960,213,204,123,2502,2
2959,16,90,8,616,215,202,119,591,1
1998,12,162,66,150,237,220,112,192,3
3025,21,30,-11,2203,167,248,216,525,2
3013,12,95,14,1848,189,244,194,1412,1
3116,15,474,10,3750,242,218,101,3647,1
3079,14,240,-8,2335,190,217,165,624,1
2968,14,499,68,5653,188,249,198,5161,2
2731,13,212,55,1307,207,212,141,2018,2
2512,5,295,5,1106,225,229,139,4145,2
2933,5,120,2,1712,215,229,150,1627,2
2768,14,150,24,2791,238,215,105,4687,2
2929,16,190,9,2797,179,223,183,2171,1
2987,16,361,12,4800,232,204,100,2558,1
3216,22,255,7,1698,215,187,98,4658,1
3206,9,201,27,470,195,240,185,1277,1
2847,16,450,113,240,225,203,108,966,2
2813,6,192,2,2424,222,244,157,2402,2
3241,19,573,150,4012,190,254,196,797,2
2770,32,175,105,175,244,167,27,1706,5
2981,16,598,112,2381,203,204,135,2143,2
2828,13,516,15,3305,213,212,133,2563,1
3102,6,330,-24,2476,205,241,175,1745,2
3373,14,295,118,3436,193,251,195,573,1
2998,11,450,161,5448,191,235,184,5088,2
2839,13,216,34,2239,196,219,162,2866,2
3263,14,234,43,3515,182,244,200,1795,1
3217,5,300,15,2525,228,233,140,1369,1
3268,12,685,160,6114,186,238,192,2760,2
3333,15,371,32,3063,224,248,153,1328,1
3269,18,408,77,592,172,219,186,300,1
2650,11,42,5,1518,219,217,133,5256,2
3309,14,391,86,4391,184,226,181,2067,1
2921,8,30,6,2156,200,243,182,1640,2
3079,6,0,0,3714,214,228,152,1632,2
2961,13,60,9,4212,237,239,129,2239,2
2865,12,484,112,3322,241,225,112,2889,2
3344,11,702,53,1992,225,217,125,2721,2
2769,18,67,20,1800,167,233,205,1061,5
2826,11,212,25,569,240,229,118,2685,2
2753,15,240,26,1921,205,206,135,1319,2
3207,3,860,23,1173,221,233,148,2223,1
2897,18,0,0,1025,223,199,104,725,2
2929,17,175,41,5159,195,254,192,1100,2
2760,12,150,30,2442,225,214,121,2203,3
3152,12,362,52,3381,221,213,125,3243,1
3268,8,330,-10,1578,227,223,130,1648,1
2768,6,120,5,2168,206,234,167,2816,1
3164,9,85,-7,4964,232,223,124,2270,1
3223,8,319,39,324,196,238,181,1231,1
2913,17,541,64,2632,211,201,122,1978,2
2742,23,201,86,210,248,198,67,1862,5
3244,17,700,128,2432,245,228,105,2539,1
2645,22,95,-7,1315,159,245,221,1080,5
3228,8,201,23,3107,234,230,128,4752,1
2884,33,268,77,2659,186,151,81,933,2
3021,2,127,1,931,221,234,150,2363,2
2879,19,983,101,2435,236,240,126,1470,2
2726,15,0,0,3478,202,209,142,5905,2
3089,1,30,1,1047,215,237,159,2018,1
2531,23,127,39,1302,191,254,191,1276,2
3020,5,240,23,2590,222,228,142,926,1
2784,11,446,0,1768,227,218,123,953,2
2856,15,175,61,1539,192,215,161,1919,6
2838,9,216,81,2254,219,248,163,633,5
2959,27,256,35,4560,239,178,52,1976,2
2715,9,30,0,1358,232,240,140,2093,2
3198,17,240,27,2213,237,240,126,1613,1
2061,17,192,66,297,179,215,173,268,3
3331,41,120,97,4317,220,126,0,1024,1
3057,17,95,14,1989,171,235,204,3371,1
3297,14,42,5,1100,193,216,161,1421,2
2409,28,108,49,382,240,228,97,1214,3
3430,12,85,13,5239,187,242,194,3900,7
3194,10,270,16,1149,204,221,155,661,1
3099,3,30,0,3704,223,239,152,3031,1
3143,8,295,61,5052,211,224,150,424,2
3073,6,30,2,4924,215,228,150,2188,1
3278,22,351,102,1657,251,212,78,2734,1
3064,8,339,0,3355,218,223,141,2996,1
2860,14,218,39,2376,243,229,112,2718,2
2917,14,511,120,2250,190,250,-9999,1851,2
3358,15,402,88,1020,186,219,172,2777,1
3115,3,0,0,1142,212,240,166,1598,1
2692,15,120,14,2676,237,210,100,938,2
2442,13,175,31,547,185,230,185,1383,2
2578,14,150,15,752,204,212,144,1897,2
2559,11,331,31,551,228,217,120,1260,3
2800,19,390,19,1613,212,252,167,1298,2
3254,5,402,20,408,222,244,157,674,1
3399,13,180,35,2249,184,236,192,1652,1
3343,9,30,-4,4452,235,228,-9999,4073,7
2514,24,30,-1,1154,223,245,141,1385,3
3045,20,42,6,2761,203,192,119,2193,1
2982,21,268,12,1136,230,192,85,713,2
3194,6,255,6,5690,230,232,136,3054,2
3049,14,228,33,4213,243,222,105,2571,2
3165,9,421,98,3099,234,226,123,3178,1
3253,11,108,19,1449,223,247,156,2701,1
2696,9,270,72,1380,218,220,138,437,2
2861,8,120,10,624,202,247,182,474,1
2450,16,30,7,684,223,204,111,785,2
3014,12,760,105,5933,229,245,147,5490,2
2991,8,67,3,120,210,224,151,1570,1
2639,15,330,55,1697,243,231,113,2469,3
3141,14,680,64,402,212,252,171,1804,2
3143,17,295,72,247,246,223,100,886,2
2976,12,30,7,2482,235,216,111,1812,2
2735,17,67,6,1385,222,249,154,2520,2
2982,19,218,42,1768,172,213,179,698,2
2646,7,30,2,1505,202,243,179,1110,2
2825,35,180,0,2489,164,247,197,1593,2
2581,20,323,145,335,249,221,91,256,3
2795,9,430,38,1914,225,245,153,2016,5
3295,16,551,156,3877,179,223,183,2160,1
2893,15,0,0,2571,191,252,196,741,1
3396,10,430,57,1550,192,238,186,1041,7
3080,17,659,167,4377,208,201,125,4176,1
2704,9,175,18,1471,235,228,125,1465,1
3426,11,808,158,3524,204,251,183,277,1
2840,6,60,4,2996,218,245,163,2335,1
3059,7,497,104,779,201,239,178,924,2
3197,2,362,24,1584,219,235,153,124,1
2972,12,216,9,1527,222,213,123,1593,2
2617,7,42,9,1541,225,243,152,937,2
3372,16,210,43,933,245,229,108,4047,2
2799,15,85,21,3099,202,209,141,4853,2
3107,7,42,4,853,201,240,178,1839,1
3087,9,120,16,1761,213,221,145,1748,2
2873,5,510,104,3761,228,233,138,5926,2
3048,27,240,78,1838,186,174,114,3730,1
3177,9,300,-36,3260,197,245,187,1199,2
2953,10,95,7,1347,238,226,119,2139,2
2696,17,108,18,1231,242,210,92,819,2
3035,18,633,203,660,234,201,93,937,2
2817,7,124,16,1230,218,225,143,2071,2
3146,15,60,-7,2496,216,205,122,1403,1
3269,10,524,87,674,192,234,182,210,1
2953,7,872,187,2525,219,226,143,751,2
2984,8,182,35,3660,199,243,182,1869,2
2641,5,90,7,150,222,228,142,553,2
2552,22,127,43,2096,219,248,151,934,3
2972,5,67,0,1254,220,244,160,768,2
2937,8,470,-88,514,202,229,167,1020,1
2048,25,182,91,228,252,214,74,418,3
2724,2,120,7,2401,218,240,158,4395,2
2886,9,342,36,3972,212,222,146,6437,2
3094,5,384,18,2710,218,229,147,1761,2
3244,6,644,65,4760,216,246,165,2691,1
2596,17,480,75,242,192,207,151,830,2
3355,6,295,73,2068,224,227,139,2498,1
2942,16,228,-35,4476,202,207,140,2073,2
3338,31,342,102,1473,242,169,34,1369,1
3361,6,400,39,1176,228,230,136,2512,7
3270,10,283,57,1140,230,220,123,1879,1
3027,10,618,62,5562,234,238,134,5919,2
3107,9,30,4,4056,210,223,151,1784,1
2896,5,0,0,3379,210,233,162,1507,1
2211,24,242,50,631,157,200,178,573,3
2859,24,124,39,3956,221,246,144,1383,2
2995,10,42,4,4094,218,218,134,2373,1
2848,11,108,5,3004,237,236,129,2376,1
3188,13,153,32,636,183,232,189,2096,2
3235,23,60,21,1718,161,202,176,2495,1
3344,12,503,54,3589,187,233,186,1549,1
3046,6,242,18,541,225,227,137,1158,2
3474,30,376,40,2618,176,166,113,2348,1
3068,20,295,112,680,247,206,80,2864,1
3267,15,108,6,1159,236,209,101,1115,1
3280,6,60,20,5650,209,245,173,743,1
2971,8,234,61,2546,199,244,184,2017,2
3266,11,95,6,3229,212,216,140,2671,7
2883,5,306,8,3650,217,229,149,3360,2
3360,27,660,145,2300,220,170,68,2017,1
2902,19,313,-9999,2090,230,197,94,2242,1
3198,6,30,2,4459,231,233,135,3642,1
3156,7,418,75,5838,208,247,176,2496,2
3177,11,484,65,469,235,220,115,5845,1
2870,9,124,20,3922,235,225,121,6207,2
2982,8,67,4,4872,227,243,148,4963,2
3024,8,446,52,5476,234,232,129,4006,1
2998,15,85,13,3912,213,207,126,5461,2
2919,9,60,6,5047,214,249,170,4077,2
2524,11,283,16,711,233,220,117,1110,2
2298,12,469,115,1398,232,215,114,1025,3
3141,15,495,17,3603,177,240,202,1338,1
3314,14,742,157,1110,238,238,126,1338,2
2579,10,212,28,997,201,223,161,2280,2
3114,20,430,47,967,166,213,184,1595,1
3310,19,256,48,4582,216,251,162,2831,1
3247,12,408,51,607,189,245,195,1731,1
2884,14,150,7,541,231,210,108,1718,2
3321,6,306,53,3336,203,238,175,1640,1
2457,31,256,61,272,223,236,121,874,3
2879,22,408,227,418,236,190,74,1556,2
3130,15,67,9,1489,245,223,103,450,2
2978,20,384,43,2954,175,206,168,450,1
2374,15,335,186,957,219,207,119,1275,3
2714,11,120,6,1339,200,220,158,2105,2
3156,3,524,-50,481,218,242,160,2001,2
3056,14,85,15,283,187,222,174,1106,2
3003,2,228,31,2249,217,235,155,2512,1
2889,8,85,8,1866,212,224,149,1956,2
2000,7,30,4,108,201,234,172,268,4
3129,5,192,13,3555,225,231,141,3940,1
3114,13,330,139,2124,241,233,119,3691,1
3188,8,301,13,3690,225,222,131,4417,1
3334,13,484,110,3059,209,213,139,3371,7
2754,11,268,15,1983,216,216,135,3660,2
2640,12,0,0,2274,203,217,-9999,2521,6
3178,8,192,-6,1594,206,227,159,800,1
3027,3,313,6,1328,215,242,165,1328,2
3225,13,566,1,5285,184,237,193,1958,1
2970,9,95,11,2170,228,221,126,1392,1
2864,16,124,26,2699,187,211,161,2550,2
3256,18,60,-5,4488,230,200,97,3602,1
2795,15,67,10,1136,201,209,144,3062,1
3096,14,67,6,3463,244,222,104,2992,2
3147,6,60,-5,4323,215,228,150,3465,1
2698,22,309,25,1891,212,187,102,2138,2
3031,11,256,76,4134,223,216,-9999,2135,2
3188,12,150,17,5477,223,214,123,1622,2
2765,11,242,43,2880,226,216,123,6423,2
3060,16,30,7,2597,239,210,97,3073,2
2995,6,497,13,5113,205,233,168,5439,2
3136,23,162,20,1077,249,223,90,1026,2
3064,15,644,-64,6117,226,247,149,2991,2
2784,9,42,-2,2471,204,225,159,2657,1
3491,17,721,79,2642,214,200,117,1788,1
2839,16,180,51,2115,208,253,176,1840,2
2347,34,150,75,1253,254,182,26,680,3
3013,8,330,28,1899,210,224,152,1371,2
3093,18,323,33,2454,225,247,148,3265,2
3160,13,495,91,4425,230,214,114,2156,2
2643,19,351,84,1676,237,239,125,2402,3
3064,8,402,30,6512,219,247,162,3181,2
2946,9,366,-79,514,201,229,167,969,1
2819,14,277,28,2769,241,233,118,2516,2
2724,13,85,31,1084,185,227,181,2408,2
3054,4,108,-2,1513,226,236,145,721,1
2518,20,85,19,1739,224,191,92,592,6
2232,35,170,102,600,105,216,239,636,3
2538,28,67,26,1290,214,168,73,706,6
3238,14,324,36,2652,233,243,137,1200,2
3198,9,589,11,1812,201,229,167,351,1
2727,15,30,-11,365,244,228,110,424,5
2147,36,85,26,745,100,202,230,604,3
2902,11,277,64,2106,238,233,124,878,2
3273,1,1020,163,1894,219,235,153,2509,1
3053,15,390,86,4891,225,207,112,1657,1
2896,2,513,49,4073,214,235,159,5749,2
2960,21,268,46,4533,250,212,80,1601,2
2783,26,90,61,2041,249,190,53,551,2
2693,3,272,69,1350,222,232,146,446,2
2729,7,390,30,90,218,225,144,780,5
2914,24,150,26,1812,201,252,174,2270,2
3149,20,459,57,153,231,244,135,2839,2
2821,32,201,135,2072,162,250,208,1080,2
2978,8,150,11,1861,199,233,174,633,2
2972,15,108,27,451,182,222,179,912,2
3127,11,443,79,1740,230,217,118,3432,1
2935,11,60,22,2084,191,231,180,2913,2
3335,12,301,67,3293,222,248,158,350,1
3144,4,297,8,2616,216,232,153,1456,1
2635,5,90,11,1325,208,232,163,67,2
2783,29,153,52,1033,187,167,103,1027,1
3036,5,351,14,2308,206,236,169,1209,2
2922,22,510,154,1794,233,189,79,2040,2
3001,8,350,16,1950,201,230,168,1073,2
3005,20,124,27,1492,182,200,152,2163,1
2944,19,277,43,408,234,242,130,858,5
2591,32,0,0,2818,148,248,222,1095,3
3414,18,270,102,2414,246,209,85,1948,7
3178,3,108,29,4789,222,233,147,1310,1
2905,23,366,161,2886,197,254,183,1211,2
2311,15,150,56,270,219,206,119,1605,3
3080,13,42,8,4402,186,227,180,1062,1
3132,12,418,67,4975,230,214,115,268,2
2656,16,361,-16,1739,238,239,125,2443,3
2973,17,95,28,3064,177,218,179,1451,1
2965,6,283,31,3827,204,236,171,785,2
3038,10,30,4,2924,194,235,181,2670,1
3127,12,67,-5,1651,218,213,129,607,1
2941,12,108,14,3570,199,219,158,1693,2
3043,11,553,144,3094,211,251,175,726,2
3133,24,212,49,2672,201,253,175,1082,2
2321,21,85,27,1006,221,190,95,750,3
2854,8,228,18,1890,227,223,129,2685,2
3088,12,277,32,5042,233,215,112,1842,1
2813,15,60,12,2773,242,233,116,2396,2
2829,18,153,39,4449,247,225,100,4968,2
2847,17,108,31,3373,226,200,101,2824,2
3070,13,636,154,4488,213,212,133,3719,1
3316,15,60,-18,2058,236,209,100,3124,7
2120,28,212,88,641,235,172,50,732,3
3067,27,175,12,1245,223,170,64,2549,1
3026,24,450,1,2274,236,185,68,1885,1
3065,9,85,8,2976,201,246,183,1531,2
2405,22,67,5,600,214,186,98,457,3
2344,23,277,31,930,237,187,69,741,3
2512,5,30,0,255,230,234,138,1655,6
3198,7,153,-20,3398,200,242,181,1463,1
2952,18,150,26,4508,223,197,103,1800,2
3061,2,0,0,977,219,235,152,1693,1
3071,8,391,6,1443,234,233,130,1421,1
3287,7,268,54,2136,224,244,154,1231,2
2833,22,558,209,685,216,186,96,750,2
2263,13,0,0,1080,233,214,111,939,4
3159,3,120,-2,2806,224,234,146,5474,1
2882,17,60,28,895,220,201,111,552,2
2435,38,134,58,741,99,178,204,979,6
2922,2,30,3,5168,215,239,162,3101,1
2407,21,495,82,313,181,253,204,816,3
3187,15,691,135,6147,176,240,203,1559,2
3149,28,319,71,127,229,237,119,3266,1
3014,6,825,42,5616,226,242,150,6176,2
3243,5,277,14,3517,226,241,149,1800,7
3413,21,360,30,2064,249,205,74,3317,7
3178,12,564,85,3824,204,218,150,2843,2
2729,15,95,16,2460,224,206,-9999,430,5
2775,9,210,2,309,212,222,147,864,2
2702,11,134,42,1706,197,224,165,1253,2
2995,3,360,23,5327,224,234,146,6418,2
2333,7,30,2,1355,233,233,133,256,3
3018,7,67,8,1242,209,227,157,1293,2
3164,15,361,76,2046,202,253,184,787,1
3322,11,313,39,2030,209,217,144,1421,1
2791,14,190,18,2130,243,230,112,1357,2
3208,16,469,92,2646,245,226,105,2877,1
3235,12,641,100,644,204,251,183,2751,2
2447,9,339,192,1527,234,237,134,457,3
3162,3,360,-12,3822,224,234,146,4469,1
3197,15,30,1,1584,216,205,122,2475,1
2909,3,182,0,4040,225,236,146,5673,2
3014,11,426,6,2846,190,238,188,201,1
2752,25,175,36,3127,183,182,128,1722,2
3035,4,228,27,2489,223,230,143,932,1
2932,2,153,12,1189,219,235,153,324,1
2827,26,60,25,2550,192,174,107,1758,2
3278,13,570,64,700,222,249,158,2619,2
3292,22,424,10,1899,243,232,106,2490,1
2965,15,150,0,3586,243,231,113,6065,2
3399,29,680,114,2007,248,181,41,1731,1
3234,20,190,78,2321,215,251,161,1250,1
2716,4,313,49,1024,220,230,147,1890,2
3152,15,134,22,3578,180,226,185,1956,1
3347,20,362,15,1400,175,206,168,1984,1
3124,11,631,119,6198,190,235,185,1503,2
2890,25,764,120,4194,194,253,182,1503,2
3174,10,671,101,2787,236,233,127,3000,2
3395,14,595,127,3564,194,251,194,300,1
2614,30,210,63,1597,174,167,117,1541,2
3217,11,361,8,3296,221,248,160,454,2
2720,27,300,136,1710,214,246,148,1214,3
3160,18,240,19,2377,243,232,110,1591,2
2976,22,283,2,4736,213,251,162,579,2
3137,15,242,24,1708,201,208,143,1932,1
3084,11,365,-98,1771,234,221,118,1316,1
2861,2,258,51,2254,223,236,149,2632,2
2558,17,30,3,1775,175,221,185,1399,6
2745,17,362,84,3391,224,248,152,1739,2
3130,12,30,7,2278,191,224,172,745,1
2929,2,150,16,4722,220,234,151,3906,1
3034,10,120,-9,3280,236,237,131,573,1
3119,3,384,73,5038,212,236,162,696,2
3327,13,524,117,481,242,228,112,300,7
3034,8,323,75,4039,212,224,149,2242,2
3157,8,30,-3,4914,230,225,127,2233,1
2616,26,150,29,2184,239,180,56,684,6
2899,9,547,15,1842,212,222,146,2960,1
3190,20,300,43,2635,173,208,171,2713,1
3252,6,404,18,365,218,245,163,706,1
3098,5,268,27,1889,228,233,138,2125,2
2408,25,450,82,967,156,198,176,1062,6
3360,12,42,2,2663,226,246,151,560,7
2998,12,95,21,4524,240,224,112,85,2
3240,20,524,136,4860,236,197,85,3094,1
3184,8,60,2,1594,232,227,128,2366,1
3307,20,878,179,1120,172,210,175,2304,2
3229,25,390,90,3752,167,191,156,2001,1
3025,7,30,4,3165,204,230,165,330,1
3090,19,60,-4,2507,249,218,89,1380,1
3205,9,42,4,3812,215,248,168,2876,1
2673,14,67,17,1661,179,236,197,1224,2
2671,5,190,21,1490,227,232,139,6168,2
3296,29,277,112,1842,241,226,94,366,7
3058,7,350,4,1451,215,226,148,2992,1
3044,17,514,53,5917,179,248,206,4756,2
3101,6,42,1,3697,231,234,137,3001,1
2556,25,150,65,1019,188,254,190,685,3
2978,8,469,61,5311,223,223,135,2791,2
2690,17,127,34,1710,180,216,175,1266,2
3351,24,295,75,3473,156,246,224,1528,7
3203,11,212,1,2624,219,215,130,1262,1
2999,10,90,14,2326,192,239,188,1355,2
3101,23,210,27,4310,248,223,89,845,2
3209,12,170,23,1253,186,235,189,900,1
3132,7,0,0,607,202,235,172,994,1
2649,17,330,54,1209,204,203,132,1829,2
3265,14,618,-8,648,185,224,179,3049,2
2801,6,30,1,2230,209,246,174,2830,1
2971,23,285,117,5356,150,221,208,750,2
3128,8,150,23,1112,206,247,179,1429,2
2987,23,738,321,2395,240,234,110,1718,7
3069,4,212,2,3349,213,233,158,1401,2
3300,28,175,30,1173,219,242,136,1026,1
3189,16,450,71,2947,218,204,118,878,1
2804,11,330,2,794,239,232,121,2337,2
2993,28,553,210,1972,234,173,52,2160,1
3168,4,408,131,2097,214,244,167,1003,2
3245,21,218,88,2308,207,253,171,1235,1
2997,18,201,21,3415,187,204,152,2118,1
2952,13,330,39,4566,240,219,108,4053,2
2927,18,212,57,1844,221,199,106,2970,2
3110,6,42,0,1776,219,228,145,3037,1
3091,6,60,0,1573,230,236,140,3211,1
3297,16,330,7,3520,243,214,95,1727,1
3080,16,60,-2,780,220,204,114,864,1
2716,14,342,-8,765,229,210,111,277,6
3242,2,421,80,1380,221,238,153,2539,1
2941,14,342,46,872,204,210,141,1708,2
2705,9,180,38,2120,202,228,164,4948,2
3215,9,295,12,1718,216,222,142,1364,1
3057,10,300,20,6687,224,218,128,2782,2
2668,17,108,15,1338,214,200,117,1797,2
3011,28,175,95,2846,142,242,231,2178,2
3372,7,67,-3,2888,218,246,164,514,7
3215,6,192,13,2516,231,237,139,1340,2
3002,5,382,89,4357,228,237,143,2058,2
2555,11,242,-1,514,237,235,127,1415,2
